Name,Location,Study Program,Sector,Rating,city,region
Sir Syed College of Commerce And Management 162  University Road Sargodha,Sir Syed College of Commerce & Management 162  University Road Sargodha,ICom,Private,0,Sargodha,
Govt College For Women Khurrianwala Faisalabad,"Govt College For Women 266RB, Khurrianwala Faisalabad",FA FSCMedical FSCEngineering ComputerScience FA General Science,Public,3,Faisalabad,Punjab
RITE College Boys Ghoriwala Bannu,Ghoriwala Bannu,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Bannu,
RITE College Boys Karak,Karak,FA ICS ComputerScience FSCMedical ICom FSCEngineering,Private,0,Karak,
Fazaia Intermediate College Kohat Cantt,Fazaia Intermediate College Kohat Cantt,FSCMedical FSCEngineering FSC General Science,Private,0,Cantt,
RITE College Women Dera Ismail Khan,Dera Ismail Khan,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Khan,
Govt Degree College for Boys Dhirkot Bagh,Dhirkot Bagh Azad Kashmir ,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Public,0,Bagh,
Chanab School & College Islamabad,"Chanab School & College, 34  Nazim  ud  Din Road, F  8/4, Islamabad",SSC FA ICom FSCEngineering FSCMedical ICS ComputerScience,Private,0,Islamabad,Islamabad Capital Territory
Govt Institute of Commerce Pind Dadan Khan Jhelum,Govt Institute of Commerce Pind Dadan Khan Jhelum,DCom,Public,0,Jhelum,
The Hok School and College Rawalpindi Cantt,"The Hok School and College, 14 Bahar Colony, Chakri Road, Rawalpindi Cantt",FA FSCEngineering ICS ICom FSCMedical,Private,5,Cantt,
Cadet College Humak Kahuta Road F.A Islamabad,"Cadet College Humak, Kahuta Road (F.A), Islamabad",FSCMedical FSCEngineering ICS ComputerScience FA,Private,3,Islamabad,Islamabad Capital Territory
Govt Institute of Commerce Taunsa Sharif Dera Ghazi Khan,Govt Institute of Commerce Taunsa Sharif Dera Ghazi Khan,DCom,Public,0,Khan,
Nur Intermediate College,"18  Km, Raiwind Road, Lahore",FSCMedical FSCEngineering ICom FA ICS FA General Science,Private,0,Sheikhupura,Punjab
Spring Field College Bagh AJK,"Spring Field School & College By Pass Road, Bagh Azad Jammu & Kashmir",FSCEngineering FSCMedical ICS ICom,Private,0,AJK,
Stars Group of Colleges Pattoki,"House #231, Faisal colony Pattoki.",ICS ComputerScience FSCMedical FSCEngineering ICom FA,Private,0,Pattoki,
Government Polytechnic Institute Badin,Seerani Road Badin,DAE Petroleum Technology,Public,0,Badin,
Govt Degree College Jhawarian Sargodha,Govt Degree College Jhawarian Sargodha,FA Icom FSCMedical FSCEngineering ICS ComputerScience,Public,0,Sargodha,
Stars Group of Colleges Bhalwal,"Kainat School System, Al_Nawaz Valley, Ajnala Road, Bhalwal",ICS ComputerScience FSCMedical FSCEngineering ICom FA,Private,0,Bhalwal,
Riphah International College Muslim Town Lahore,Riphah International College Muslim Town Lahore,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Lahore,Punjab
Govt Institute of Commerce Chishtian Bahawalnagar,Govt Institute of Commerce Chishtian Bahawalnagar,Dcom FA ICom,Public,0,Bahawalnagar,
Govt Inter College Boys Bahtar Fateh Jang Attock,Govt Inter College Boys Bahtar Fateh Jang Attock,FA FSCEngineering FSCMedical ICS FA General Science,Public,0,Attock,
Govt Institute of Commerce Hafizabad,Govt Institute of Commerce Hafizabad,DCom,Public,0,Hafizabad,
Ghazali College for Women Islamabad,"Ghazali College for Women, Bahara Kau (F.A), Islamabad",FA FSCEngineering FSCMedical ICS FA General Science ICom,Private,0,Islamabad,Islamabad Capital Territory
Al Hafiz College of Education Kohat,Al Hafiz College of Education Kohat,FA ICS ComputerScience FSCEngineering FSCMedical ICom,Private,0,Kohat,
Government Postgraduate College for Women,"Stadium Rd, Sheikhupura",FA FSCEngineering FSCMedical FSC General Science,Public,0,Kohat,Khyber Pakhtunkhwa
Govt Degree College Domel Bannu,Domel Bannu,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Public,0,Bannu,
Govt College For Women warburton Nankana Sahib,Warburton Nankana Sahib,FA ICS ComputerScience FSCEngineering FSCMedical,Public,3,Sahib,
Kohat College of Commerce,Kohat College of Commerce Kohat KTM Road,FSCMedical FSCEngineering FA ICom ICS,Public,0,Kohat,Khyber Pakhtunkhwa
Al Rehman Degree College Bhimber,Bhimber,FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,0,Bhimber,
Govt Muslim Degree College Faisalabad,"Govt Muslim Degree College Chak # 41/JB, Faisalabad",FA FSCMedical FSCEngineering FA General Science ICS ICom,Public,0,Faisalabad,Punjab
Govt Institute of Commerce Yazman Bahawalpur,Govt Institute of Commerce Yazman Bahawalpur,Dcom ICom,Public,0,Bahawalpur,Punjab
Govt Degree College for Women Sahianwala District Faisalabad,Govt Degree College for Women Sahianwala Distt Faisalabad,FA FSCMedical FSCEngineering ICS Icom FA General Science,Public,0,Faisalabad,Punjab
Stars Group of Colleges Hafizabad,Opp Kamran Hospital Gujrawala Road Hafizabad,ICS ComputerScience FSCMedical ICom FA FSCEngineering,Private,0,Hafizabad,
Brocks College of Education Muslim Bagh,Bagh Killa saifullah,FA ICS ComputerScience FSCMedical FSCEngineering Icom,Private,0,Bagh,
Stars Group of Colleges Kamoki,Main G.T Road.,ICS ComputerScience FSCMedical FSCEngineering ICom FA,Private,0,Kamoki,
Al Samad Education College Bhimber,Bhimber,FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,0,Bhimber,
Anwar  E  Madina Model College Rawalpindi,"Anwar  E  Madina Model College, Villege Narali Jabbair, P.O. Changa Bangial, Teh: Gujar Khan, Distt Rawalpindi",FA FSCEngineering FSCMedical ICS ICom,Private,0,Rawalpindi,Punjab
Warsak Model College,"Warsak Road, Peshawar",FSCMedical FSCEngineering FA FA General Science ICS ICom,Private,0,Peshawar,
Freedom College Lahore,"132  Allama Iqbal Road, Garihi Shahu, Lahore.",ICS Icom FA FSCMedical FSCEngineering FA General science,Private,0,Lahore,Punjab
Islamia College of Technology Kohat,Dera Ismail Khan Road,FSCMedical FSCEngineering ICom ICS FA,Public,0,Kohat,
Stars Group of Colleges Jhang,Nawaz Chowk Gojra Road Civil Lines Jhang.,FSCMedical FSCEngineering ICom FA ICS ComputerScience,Private,0,Jhang,
Government Degree College for Women Bangla Tailwala,Government Degree College for Women Bangla Tailwala,FSCEngineering FSCMedical ICS ICom,Public,0,Tailwala,
"Wahaj Hussain's, Lahore","Wahaj Hussain's, Lahore",A Level,Private,0,Lahore,Punjab
RITE College Women Township Bannu,Township Bannu,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Bannu,
Kashmir Zamindar Commerce College Bhimber,Bhimber,FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,0,Bhimber,
Hashmis College of Commerce Rawalpindi,"4th Floor, Jahanzeb Center, Bank Road, Sadar, Rawalpindi, ",ICom,Private,0,Rawalpindi,Punjab
PIES Group of Schools and Colleges Ahmad Town Islamabad,"PIES Group of Schools & Colleges, Ahmed Town, Bhara Kahu, Islamabad",FSCMedical FSCEngineering ICS ICom FA FSC General,Private,0,Islamabad,Islamabad Capital Territory
RITE College Boys Kohat,Kohat,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Kohat,
Pakistan Railways Girls Colleges Lahore, Railways Headquarters Office Lahore,FA Arts FSCMedical FSCEngineering ICom ICS FA General Science,Public,0,Lahore,Punjab
Prime Model College Bhimber,Bhimber,FA Icom,Private,0,Bhimber,
Govt Institute of Commerce Shorkot Jhang,"Cantt Road, Shorkot City Jhang",Dcom ICom,Public,0,Jhang,
Municipal Inter College for Girls,"Shahi Bagh Zaryab Colony,Peshawar,",FA Icom FSCMedical FSCEngineering ICS ComputerScience,Private,0,Peshawar,
Govt Institute of Commerce Nowshera Virkan Gujranwala,Govt Institute of Commerce Nowshera Virkan Gujranwala,Dcom ICom,Public,0,Gujranwala,Punjab
Govt Inter College Narrah Kanjoor Chhab Jand Attock,PO: CHHAB TEHSIL:JAND ATTOCK.,FA FSCEngineering FSCMedical,Public,0,Attock,
RITE College Boys Darosh Chitral,Darosh Chitral,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Chitral,
Mukhtar College of Commerce Islamabad,"Bhaera Pul Stop, Main Murree Road, Bahra Kaho, Islamabad",FA FA General Science ICS ICom FSCMedical FSCEngineering,Private,0,Islamabad,Islamabad Capital Territory
Hadaf College Peshawar,"Hayatabad Ring Road, Achini Chowk, Peshawar, ",FSCEngineering FSCMedical FA ICom ICS,Private,0,Peshawar,Khyber Pakhtunkhwa
Government Technical Institute Dara Adam Khel Kohat,Government Technical Institute Dara Adam Khel Kohat,FSCMedical FSCEngineering FA ICS ICom,Public,0,Kohat,
PN Model College Islamabad,"PN Model College, St 34, E  8, Naval Complex, Islamabad",FA FSCMedical FSCEngineering ICS ICom FA General Science,Private,0,Islamabad,Islamabad Capital Territory
Dr. A.Q Khan Public School And College Rawalpindi Cantt,"Dr. A. Q. Khan Public School And College, Friends Colony, Misrial, Rawalpindi Cantt",FSCMedical FSCEngineering ICS ICom FA,Private,0,Cantt,
"Govt College of Commerce, Alipur Chattha","Rajput Town Rd, Taimur Town, Alipur Chattha, Punjab",FA ICS ComputerScience FSCMedical FSCEngineering,Public,0,Chattha,
Govt College Tandlianwala Distt Faisalabad,Govt College Tandlianwala Distt Faisalabad,FA FSCEngineering FSCMedical ICS FA General Science ICom,Public,0,Faisalabad,Punjab
Govt Degree College for Women Sama Satta,Govt Degree College for Women Sama Satta,FSCMedical FSCEngineering ICS ICom FA,Public,0,Satta,
Govt Institute of Commerce For Women Dera Ghazi Khan,Govt Institute of Commerce For Women Dera Ghazi Khan,DCom,Public,0,Khan,
Govt Degree College for Girls Samahani Bhimber,Bhimber Ajk,FA FSCEngineering FSCMedical ICS ComputerScience ICom,Public,0,Bhimber,
Govt Institute of Commerce For Women Jhang,Govt Institute of Commerce For Women Jhang,ICom,Public,0,Jhang,
Govt Degree College for Girls Bhimber,Bhimber Ajk,FA FSCEngineering FSCMedical ICS ComputerScience ICom,Public,0,Bhimber,
Govt Institute Of Commerce Sahiwal Sargodha,Govt Institute Of Commerce Sahiwal Sargodha,DCom,Public,4,Sargodha,
Riphah International College Sarai Alamgir,Riphah International College Sarai Alamgir,FSCEngineering FSCMedical ICS ICOM FA,Private,4,Alamgir,
Riphah International College Sheikhupura,Riphah International College Sheikhupura,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Sheikhupura,
Marjan Public School & College Islamabad,"Marjan Public School & College No.56, F  8/4 Nazimuddin Road, Islamabad, Capital, ",FA FSCMedical FSCEngineering FA General Science ICS ICom,Private,0,Islamabad,Islamabad Capital Territory
Riphah International College Faisalabad Jaranwala,Riphah International College Faisalabad Jaranwala,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Jaranwala,
Riphah International College Bahawalpur,Riphah International College Bahawalpur,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Bahawalpur,Punjab
Thal College of Education Housing Colony Bhakkar,Bhakkar,FA FSCEngineering FSCMedical ICom ICS  ComputerScience,Private,0,Bhakkar,
Fortune Institute of Advanced Studies,Khwaja Islam Road Near City School Faisalabad,Fashion and Textile Designing,Private,0,Faisalabad,
Grecian Science College Barnala Bhimber,Barnala Bhimber,FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,0,Bhimber,
Govt Degree College for Girls Punjeri Bhimber,Bhimber Ajk,FA FSCEngineering FSCMedical ICom ICS  ComputerScience,Public,0,Bhimber,
Govt Degree College For Women Gangapur Jaranwala Faisalabad,Govt Degree College For Women Gangapur Jaranwala Faisalabad,FA FSCEngineering FSCMedical FA General Science ICS ICom,Public,0,Faisalabad,Punjab
The Grace College Bhakkar,Bhakkar,FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,0,Bhakkar,
Govt Institute Of Commerce Pindigheb Attock,Govt Institute Of Commerce Pindigheb Attock,DCom,Public,0,Attock,
Govt Institute of Commerce For Women Gujranwala,Govt Institute of Commerce For Women Gujranwala,DCom,Public,0,Gujranwala,Punjab
Govt Degree College for Boys Sama Satta,Govt Degree College for Boys Sama Satta,FSCEngineering FSCMedical FA ICS ICom,Public,1.25,Satta,
Govt Institue Of Commerce Bhalwal Sargodha,Govt Institue Of Commerce Bhalwal Sargodha,DCom,Public,0,Sargodha,
Govt College for Women Jandan Wala Kallur Kot Bhakkar,Govt College For Women Jandan Wala Kallur Kot Bhakkar,FA FSCMedical FSCEngineering,Public,0,Bhakkar,
Govt Institute Of Commerce Sillanwali Sargodha,Govt Institute Of Commerce Sillanwali Sargodha,Dcom ICom,Public,0,Sargodha,
Army Public School and College Bunnu Cantt,Army Public School & College Bunnu Cantt,FA ICS ComputerScience FSCMedical,Private,0,Cantt,
Govt Degree College Chak Jhumra Faisalabad,Govt Degree College Chak Jhumra Faisalabad,FSCMedical FSCEngineering ICom FA ICS FA General Science,Public,0,Faisalabad,Punjab
Riphah International College Jhelum,Riphah International College Jhelum,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Jhelum,
Govt Degree College 47 TDA Bhakkar,"GOVT.DEGREE COLLEGE,47  TDA,BHAKKAR",FSCMedical FSCEngineering FA ICS,Public,0,Bhakkar,
Riphah International College Bhalwal,Riphah International College Bhalwal,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Bhalwal,
Fazaia Intermediate College Lahore,"2  Durrand Road Garhi Shahu, Lahore",FA Icom ICS FSCEngineering FSCMedical,Private,5,Lahore,Punjab
City Services School And College Rewat F.A Islamabad,"City Services School & College, Rewat (F.A), Islamabad",FA FSCEngineering FSCMedical ICom ICS ComputerScience,Private,0,Islamabad,Islamabad Capital Territory
Govt Inter College Sargodha,Govt Inter College Chak 75/SB Sargodha,FA FA General Science FSCMedical FSCEngineering,Public,0,Sargodha,
Riphah International College Abbottabad,Riphah International College Abbottabad,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Abbottabad,Khyber Pakhtunkhwa
Punjab Group of Colleges Nowshera,"Khushab Road Near Shell Petrol Pump, Dhaka Morh, Naushehra, Dist. Khushab",FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,5,Nowshera,
Govt Degree College for Boys Maroot Fortabbas Bahawalnagar,"GOVT. DEGREE COLLEGE MARROT, FORTABBAS, BAHAWALNAGAR",FA FSCEngineering FSCMedical ICS General Science,Public,0,Bahawalnagar,
Riphah International College Hafizabad,Riphah International College Hafizabad,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Hafizabad,
Govt Institute of Commerce Kamoke Gujranwala,Govt Institute of Commerce Kamoke Gujranwala,DCom,Public,0,Gujranwala,Punjab
Govt Boys Degree College Jandan Wala Kallur Kot Bhakkar,Govt Boys Degree College Jandan Wala Kallur Kot Bhakkar,FA FSCEngineering FSCMedical ICS FA General Science,Public,3.5,Bhakkar,
Riphah International College Chishtian,Riphah International College Chishtian,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Chishtian,
Govt College Boys Gublerg Lahore,Govt College Boys Gublerg Lahore,FA FSCEngineering FSCMedical ICS ICom,Public,5,Lahore,Punjab
Riphah International College Sargodha,Riphah International College Sargodha,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Sargodha,
Quaid  i  Azam Secondary School and Degree College Rawalpindi Cantt,"Quaid  i  Azam Secondary School and Degree College, Dhamial Road, Rawalpindi Cantt",FA Icom ICS ComputerScience FSCEngineering FSCMedical,Private,0,Cantt,
Riphah International College Faisalabad Satyana Road,Riphah International College Faisalabad Satyana Road,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Faisalabad,
Riphah International College Okara,Riphah International College Okara,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Okara,
Riphah International College Mandi Bahauddin,Riphah International College Mandi Bahauddin,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Bahauddin,
Army Public School & Degree College For Boys Peshawar Cantt,Army Public School & Degree College For Boys Peshawar Cantt,FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,5,Cantt,
Institute of Tourism and Hotel Management ITHM Faisalabad,"29  A Officer’s Colony No. 1, East Canal Road, Madina Town, Faisalabad, .",Intermediate in Culinary Arts Intermediate in Nutrition Sciences Intermediate in Hotel Operations Intermediate in Hotel Management FA ICom ICS,Private,0,Faisalabad,Punjab
Govt Degree College for Boys Kahna Nou Lahore,Govt Degree College for Boys Kahna Nou Lahore,ICS Icom FA FSCEngineering FSCMedical,Public,5,Lahore,Punjab
Govt Degree College Sabzazar Lahore,Govt Degree College Sabzazar Lahore,Icom ICS FSCEngineering FSCMedical FA,Public,0,Lahore,Punjab
Riphah International College Attock,Riphah International College Attock,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Attock,
Hassan Bin Sabit School & College,Jawad Club Faisalabad,FSCEngineering FSCMedical ICS FA IT,Private,0,Faisalabad,
Riphah International College Nowshera,Riphah International College Nowshera,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Nowshera,
Jinnah Model School and College Islamabad,"Jinnah Model School and College, Koral (F.A), Islamabad",FA FSCEngineering FSCMedical FA General Science ICS ICom,Private,0,Islamabad,Islamabad Capital Territory
Federal Model College Islamabad,"Federal Model College, Col.Amanullah Road, Bhara Kahu (F.A), Islamabad",FA FSCMedical FSCEngineering FA General Science ICS ICom,Private,0,Islamabad,Islamabad Capital Territory
Riphah International College Lodhran,Riphah International College Lodhran,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Lodhran,
Govt College of Education Bagh,Bagh Azad Kashmir,FA ICS ComputerScience FSCEngineering ICom FSCMedical,Public,0,Bagh,
Riphah International College Swat,Riphah International College Swat,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Swat,
Riphah International College Dina,Riphah International College Dina,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Dina,
Riphah International College Dargai,Riphah International College Dargai,FSCEngineering FSCMedical ICS ICOM FA,Private,0,Dargai,
